Kenyon Martin,13.4,14.5,2.1,4.9,.044,.093,-0.7,0.9,0.8,1.8
Stromile Swift,13.1,17.2,1.9,3.7,.069,.099,-1.5,-1.5,0.2,0.2
Marcus Fizer,11.0,14.2,-0.7,1.1,-0.022,.026,-7.2,-3.7,-2.1,-0.8
Mike Miller,13.2,15.0,5.3,4.5,.106,.101,-0.4,0.2,1.0,1.2
DerMarr Johnson,8.4,11.3,0.0,1.7,.000,.048,-3.3,-0.9,-0.4,0.5
Chris Mihm,12.6,10.0,1.3,0.7,.053,.019,-5.0,-6.1,-0.9,-1.7
Jamal Crawford,8.5,15.3,-0.9,0.6,-0.043,.055,-6.3,-2.2,-1.1,0.0
Joel Przybilla,5.9,10.2,0.1,1.9,.018,.079,-3.9,-1.3,-0.1,0.2
Keyon Dooling,12.6,7.4,1.4,0.0,.056,-0.010,-3.4,-7.9,-0.4,-0.2
Jerome Moiso,3.2,5.9,-0.3,-0.1,-0.096,-0.040,-11.9,-7.1,-0.3,-0.1
