Emeka Okafor,9.9,.339
Ben Gordon,7.0,.209
Devin Harris,7.8,.267
Josh Childress,5.1,.299
Luol Deng,5.6,.195
Rafael Araujo,6.0,.268
Andre Iguodala,3.0,.123
Luke Jackson,5.5,.206
Kris Humphries,3.5,.140
Kirk Snyder,5.2,.193
Jameer Nelson,6.6,.243
Delonte West,7.0,.260
Tony Allen,6.3,.228
Kevin Martin,5.4,.254
David Harrison,5.4,.234
