Allen Iverson,8.6,.283
Marcus Camby,8.1,.320
Shareef Abdur-Rahim,5.4,.221
Stephon Marbury,4.3,.127
Ray Allen,8.3,.303
Antoine Walker,4.7,.195
Lorenzen Wright,6.5,.245
Kerry Kittles,5.6,.210
Samaki Walker,3.2,.202
Erick Dampier,5.6,.200
Todd Fuller,6.1,.235
Vitaly Potapenko,5.2,.259
Steve Nash,4.4,.179
Tony Delk,6.4,.272
John Wallace,8.0,.233
Walter McCarty,6.4,.287
Roy Rogers,5.1,.175
Derek Fisher,4.2,.155
