Tim Duncan,22.6,23.2,12.8,8.7,.192,.213,5.5,4.9,6.0,3.4
Keith Van Horn,15.7,19.6,4.8,3.7,.098,.113,-0.4,-0.7,0.9,0.5
Chauncey Billups,13.6,15.4,3.0,2.6,.065,.096,-1.8,-0.3,0.1,0.5
Antonio Daniels,9.9,16.1,-1.3,1.8,-0.032,.143,-6.2,-0.5,-2.1,0.2
Tony Battie,13.3,15.5,0.5,3.3,.015,.139,-3.3,1.1,-0.5,0.9
Ron Mercer,14.1,13.5,4.0,1.3,.073,.039,-2.0,-2.7,0.0,-0.3
Tim Thomas,14.9,16.0,3.4,2.2,.091,.130,-1.3,0.2,0.3,0.5
Adonal Foyle,9.2,12.3,-0.1,1.1,-0.009,.087,-5.4,-0.5,-0.6,0.2
Danny Fortson,14.3,18.7,1.9,4.4,.051,.148,-4.3,-2.0,-1.0,0.0
Tariq Abdul-Wahad,10.1,11.8,-0.2,1.4,-0.008,.058,-5.9,-2.8,-0.9,-0.2
Austin Croshere,7.7,12.3,0.0,0.3,.003,.054,-5.2,-1.1,-0.2,0.1
Derek Anderson,15.3,16.5,5.3,2.1,.139,.105,1.0,0.8,1.4,0.7
Maurice Taylor,16.1,15.2,1.8,0.7,.057,.024,-4.6,-3.7,-1.0,-0.6
Kelvin Cato,13.3,14.5,2.7,1.6,.129,.144,-0.3,2.2,0.4,0.6
Brevin Knight,17.1,16.6,8.4,2.5,.163,.100,2.3,0.1,2.7,0.6
Johnny Taylor,4.4,9.5,-0.1,0.2,-0.032,.014,-10.0,-2.4,-0.2,-0.1
Scot Pollard,13.3,18.0,0.9,1.1,.141,.200,-0.8,0.6,0.1,0.2
Paul Grant,-4.6,-14.3,-0.1,-0.1,-0.253,-0.319,-15.2,-21.8,0.0,0.0
Anthony Parker,14.0,30.9,0.4,0.0,.088,.274,-0.8,1.7,0.1,0.0
Ed Gray,13.0,4.8,0.8,-0.7,.083,-0.096,-3.6,-9.9,-0.2,-0.7
Bobby Jackson,13.6,14.4,-0.6,1.2,-0.014,.062,-2.2,-1.7,-0.1,0.1
Rodrick Rhodes,7.7,0.7,-0.9,-0.7,-0.040,-0.201,-5.9,-11.4,-1.0,-0.4
John Thomas,9.1,10.2,0.4,0.4,.034,.054,-4.7,-3.0,-0.4,-0.1
Charles Smith,9.8,-0.5,-0.3,-0.2,-0.057,-0.323,-5.9,-12.7,-0.3,-0.1
