Carmelo Anthony,5.8,.183
Chris Bosh,6.4,.267
Dwyane Wade,6.5,.246
Chris Kaman,6.8,.259
Kirk Hinrich,6.3,.204
T.J. Ford,4.3,.155
Mike Sweetney,9.8,.355
Jarvis Hayes,2.0,.102
Nick Collison,9.1,.296
Marcus Banks,5.6,.195
Luke Ridnour,5.0,.170
Reece Gaines,5.5,.213
David West,9.7,.332
Dahntay Jones,5.5,.116
Brian Cook,5.6,.240
Josh Howard,7.0,.281
